annotation_id,event,tweet_id,tweet_text,humaid_label,gpt4o_label,gpt4o_confidence,humaid_gpt4o_agree,researcher_first_pass_primary,researcher_first_pass_secondary,researcher_first_pass_confidence,researcher_first_pass_ambiguous,researcher_first_pass_reason,claude_primary,claude_secondary,claude_confidence,claude_ambiguous,claude_reason,gemini_primary,gemini_secondary,gemini_confidence,gemini_ambiguous,gemini_reason,grok_primary,grok_secondary,grok_confidence,grok_ambiguous,grok_reason
AUDITV2_0177,hurricane_florence_2018,1041463178104844288,Not a fan - Drinking a Coastal Evacuation with Brett by @CapeMayBrewCo at @capemaybrewco —,displaced_people_and_evacuations,not_humanitarian,0.98,no,not_humanitarian,,3,no,Beer-rating joke uses 'Coastal Evacuation' as a product name.,not_humanitarian,,3,no,"Beer pun using the phrase 'coastal evacuation', not about the actual disaster.",not_humanitarian,,3,no,"Refers to a commercial beer named Coastal Evacuation, unrelated to disaster.",not_humanitarian,,3,no,Beer review Coastal Evacuation unrelated metaphorical.
AUDITV2_0179,kaikoura_earthquake_2016,798280897850011654,"FFS!!! Earthquakes, tsunami evacuations, now floods have cut off from the rest of NZ. Over it. #eqnz #breaking",displaced_people_and_evacuations,displaced_people_and_evacuations,0.8,yes,displaced_people_and_evacuations,infrastructure_and_utility_damage,2,yes,Mentions tsunami evacuations and flood isolation after the earthquake.,infrastructure_and_utility_damage,displaced_people_and_evacuations,1,yes,Describes being cut off by floods after earthquake and tsunami evacuations.,infrastructure_and_utility_damage,displaced_people_and_evacuations,2,yes,Reports combined impact of quakes and floods cutting off transportation access.,infrastructure_and_utility_damage,displaced_people_and_evacuations,2,yes,Earthquakes tsunami evacuations floods have cut off from rest of NZ.
AUDITV2_0180,hurricane_dorian_2019,1167936998000062469,Mapping tools for #Hurricane #Dorian have been created by @columbia_ncdp to aid responders and NGOs in identifying and meeting the needs of vulnerable populations. #EMGTwitter #HurricaneDorian #HurricaneDorian2019,requests_or_urgent_needs,other_relevant_information,0.9,no,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,3,no,Mapping tools are created to help responders identify and meet vulnerable populations' needs.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Mapping tool created specifically to aid responders reaching vulnerable people.,rescue_volunteering_or_donation_effort,other_relevant_information,3,no,Reports development of mapping tools to aid emergency responders and NGOs.,rescue_volunteering_or_donation_effort,other_relevant_information,2,yes,Mapping tools created to aid responders and NGOs meeting needs of vulnerable.
AUDITV2_0181,cyclone_idai_2019,1106926599272873985,"News coming from Chimanimani, Zimbabwe says #CycloneIdai has hit St. Charles Lwanga, Catholic School. A rock rolled from mountain and hit the dinning hall which collapsed onto a dormitory Reports are that some students have been rescued but there are fears of loss of. We pray",infrastructure_and_utility_damage,injured_or_dead_people,0.9,no,infrastructure_and_utility_damage,rescue_volunteering_or_donation_effort,2,yes,School buildings collapsed; some students were rescued and casualties feared.,infrastructure_and_utility_damage,injured_or_dead_people,1,yes,Building collapse at a school with some rescued but fears of further loss.,infrastructure_and_utility_damage,injured_or_dead_people,2,yes,Reports school dormitory collapse caused by boulder with fears of casualties.,injured_or_dead_people,infrastructure_and_utility_damage,2,yes,Rock hit dining hall which collapsed onto dormitory at school.
AUDITV2_0182,hurricane_maria_2017,912281892174663685,Have Kids Decorate Their Safe Spot for Storms  #hurricaneIrma #hurricaneHarvey #hurricaneMaria,other_relevant_information,caution_and_advice,0.9,no,caution_and_advice,,3,no,Preparedness tip recommends decorating a safe storm location for children.,caution_and_advice,other_relevant_information,2,yes,Preparedness tip suggesting an activity for kids ahead of storms.,caution_and_advice,,3,no,Offers preparedness advice for decorating and preparing child storm shelters.,other_relevant_information,,3,no,How people decorate safe spots for storms.
AUDITV2_0183,hurricane_maria_2017,914105803543597056,@realDonaldTrump thier are people dying because of Hurricane Maria and now because of you.Kids are going to bed hungry scared praying for the USA to help.,not_humanitarian,injured_or_dead_people,0.8,no,injured_or_dead_people,requests_or_urgent_needs,2,yes,Says people are dying and children are hungry while appealing for US help.,requests_or_urgent_needs,injured_or_dead_people,1,yes,"Describes hungry, scared children praying for help amid deaths.",requests_or_urgent_needs,injured_or_dead_people,2,yes,Highlights urgent hunger and suffering while calling for government assistance.,injured_or_dead_people,requests_or_urgent_needs,2,yes,People dying because of Maria and leadership kids hungry scared.
AUDITV2_0184,kaikoura_earthquake_2016,797838542961418240,"RT @ali_bateman: Beautiful country, great people. Cant believe this has happened again! NZ earthquake #eqnz",other_relevant_information,sympathy_and_support,0.85,no,sympathy_and_support,,3,no,Expresses disbelief and affection for New Zealand after the earthquake.,sympathy_and_support,,2,yes,"Shocked, sympathetic reaction to the earthquake happening again.",sympathy_and_support,,3,no,Expresses sympathy and disbelief over recurring earthquakes in New Zealand.,sympathy_and_support,,3,no,Cant believe this has happened again NZ earthquake.
AUDITV2_0186,california_wildfires_2018,1064655011194368000,"#CampFire #evacuation orders and warnings for Monday, November 19",caution_and_advice,displaced_people_and_evacuations,0.95,no,displaced_people_and_evacuations,caution_and_advice,3,no,Explicit evacuation orders and warnings for the Camp Fire.,caution_and_advice,,3,no,Lists active evacuation orders and warnings for the wildfire.,caution_and_advice,displaced_people_and_evacuations,2,yes,Shares official evacuation orders and warning notices for wildfire-affected areas.,caution_and_advice,displaced_people_and_evacuations,2,yes,CampFire evacuation orders and warnings for Monday.
AUDITV2_0188,hurricane_irma_2017,905462590016430080,"Yall forgot that mudslide in Sierra Leone that killed like 500 people and displaced 20,000 from their homes",injured_or_dead_people,displaced_people_and_evacuations,0.9,no,not_humanitarian,,3,no,"Discusses an unrelated Sierra Leone mudslide, not Hurricane Irma.",injured_or_dead_people,displaced_people_and_evacuations,2,yes,Cites a different disaster's death toll and displacement figures for comparison.,other_relevant_information,injured_or_dead_people,2,yes,Refers to historical mudslide in Sierra Leone that caused fatalities and displacement.,injured_or_dead_people,displaced_people_and_evacuations,2,yes,Mudslide killed 500 displaced 20000.
AUDITV2_0189,canada_wildfires_2016,731202296210685952,RT @CBCNorth: Justin Trudeau in Fort McMurray touring wildfire-destroyed areas and meeting slayers of the beast,infrastructure_and_utility_damage,not_humanitarian,0.85,no,infrastructure_and_utility_damage,other_relevant_information,2,yes,Prime minister tours wildfire-destroyed areas.,other_relevant_information,infrastructure_and_utility_damage,2,yes,Official visit touring wildfire-destroyed areas.,other_relevant_information,rescue_volunteering_or_donation_effort,3,no,Reports Prime Minister touring wildfire-destroyed areas and meeting firefighters.,other_relevant_information,,3,no,Trudeau touring wildfire-destroyed areas.
AUDITV2_0190,hurricane_harvey_2017,902660012387909633,Cardinals WR Brittan Goldens Texas home dangerously close to flooding  via #12News #birdgang #Harvey #football,infrastructure_and_utility_damage,not_humanitarian,0.95,no,infrastructure_and_utility_damage,caution_and_advice,2,yes,Reports a home dangerously close to flooding.,infrastructure_and_utility_damage,caution_and_advice,2,yes,Notes a specific home dangerously close to flooding.,other_relevant_information,infrastructure_and_utility_damage,3,no,Reports an athlete's house in Texas dangerously close to flooding.,infrastructure_and_utility_damage,,3,no,Home dangerously close to flooding.
AUDITV2_0191,cyclone_idai_2019,1107255235368706054,"Ko ainge amboendereyiko, this person is clueless. This cyclone Idai was predicted and it killed many people in South Africa and Mozambique so why did edmnangagwa decided to go to Abu Dhabi during such a catastrophic time.",other_relevant_information,injured_or_dead_people,0.8,no,injured_or_dead_people,other_relevant_information,2,yes,Political criticism emphasizes deaths from the predicted cyclone.,injured_or_dead_people,other_relevant_information,2,yes,Criticizes a leader's travel timing given the cyclone's death toll.,other_relevant_information,,3,no,Criticizes political leadership for foreign travel during a predicted deadly cyclone.,injured_or_dead_people,other_relevant_information,2,yes,Cyclone predicted killed many why leader went to Abu Dhabi.
AUDITV2_0192,hurricane_harvey_2017,903391950316773377,"The damage done by #Harvey is mind boggling, but the people affected continue to persevere.",infrastructure_and_utility_damage,sympathy_and_support,0.85,no,infrastructure_and_utility_damage,sympathy_and_support,2,yes,Highlights severe Harvey damage and affected people's perseverance.,infrastructure_and_utility_damage,sympathy_and_support,2,yes,Describes mind-boggling damage and resilience of affected people.,sympathy_and_support,infrastructure_and_utility_damage,2,yes,Expresses admiration for the resilience of people affected by hurricane damage.,sympathy_and_support,infrastructure_and_utility_damage,2,yes,Damage mind boggling but people continue to persevere.
AUDITV2_0195,canada_wildfires_2016,732992529340239872,"RT @wicary: Businesses grapple with growing wildfire risks, @smccarthy55 @j2nelson report (b/h paywall)  #cdnecon",other_relevant_information,not_humanitarian,0.95,no,other_relevant_information,infrastructure_and_utility_damage,2,yes,Business-risk report discusses growing wildfire exposure.,other_relevant_information,,3,no,"Reports businesses grappling with growing wildfire risk, informational.",other_relevant_information,,3,no,Reports news article regarding business risks associated with growing wildfires.,other_relevant_information,,3,no,Businesses grapple with growing wildfire risks.
AUDITV2_0197,canada_wildfires_2016,728533519006355456,"RT @MikeOGlobal: Wind gusts are hampering efforts to fight the Fort McMurray wildfire, now 85,000 hectares in size. #ymmfire",caution_and_advice,other_relevant_information,0.9,no,rescue_volunteering_or_donation_effort,caution_and_advice,2,yes,Reports wind hampering active wildfire-fighting operations.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,2,yes,Wind hampering firefighting efforts on a large wildfire.,other_relevant_information,rescue_volunteering_or_donation_effort,2,yes,Reports wind gusts hindering firefighting operations across 85000 hectares.,other_relevant_information,infrastructure_and_utility_damage,2,yes,Wind gusts hampering efforts to fight wildfire now 85000 hectares.
AUDITV2_0198,canada_wildfires_2016,729155340416225280,RT @wildlandfireAZ: RT @PCIAA: In a wildfire evacuation pets have needs too-build a kit for your animals today #WildfirePrepDay,displaced_people_and_evacuations,caution_and_advice,0.95,no,caution_and_advice,displaced_people_and_evacuations,3,no,Evacuation preparedness advice tells pet owners to build an animal kit.,caution_and_advice,displaced_people_and_evacuations,2,yes,Advises building a pet kit in case of wildfire evacuation.,caution_and_advice,displaced_people_and_evacuations,3,no,Provides preparedness advice and instructions for creating pet emergency kits.,caution_and_advice,,3,no,In wildfire evacuation pets have needs build a kit.
